"GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted","rsi","sma","GSPC.Close.EMA.14","GSPC.Close.SMA.10"
1170.03003,1180.68994,1165.08997,1165.72998,5668900000,1165.72998,66.9821671584661,1162.532995,66.9821671584661,1162.532995
1167.57996,1173.93005,1161.47998,1166.58997,4708420000,1166.58997,67.3656428328877,1164.192993,67.3656428328877,1164.192993
1167.70996,1174.84998,1167.70996,1173.21997,4375580000,1173.21997,70.2356951288825,1166.463989,70.2356951288825,1166.463989
1173.75,1177.82996,1168.92004,1173.27002,4.085e+09,1173.27002,70.2569606157782,1167.844995,70.2569606157782,1167.844995
1171.75,1174.56006,1165.77002,1169.43005,4484340000,1169.43005,66.3407299377018,1168.167004,66.3407299377018,1168.167004
1171.22998,1181.43005,1170.68994,1178.09998,4006870000,1178.09998,70.3582266701278,1169.394006,70.3582266701278,1169.394006
1178.70996,1187.72998,1178.70996,1187.43994,3881620000,1187.43994,73.963568210735,1172.147998,73.963568210735,1172.147998
1186.01001,1191.80005,1182.77002,1189.43994,4086180000,1189.43994,74.6739301651298,1174.510986,74.6739301651298,1174.510986
1188.22998,1189.59998,1177.25,1182.44995,5101430000,1182.44995,67.7197662859345,1175.338977,67.7197662859345,1175.338977
1181.75,1188.55005,1175.12,1186.43994,4726970000,1186.43994,69.4676634914131,1177.210974,69.4676634914131,1177.210974
1187.46997,1194.66003,1187.15002,1194.37,4511570000,1194.37,72.6387265182777,1180.074976,72.6387265182777,1180.074976
1194.93994,1199.19995,1194.70996,1196.47998,4607090000,1196.47998,73.4294628908755,1183.063977,73.4294628908755,1183.063977
1195.93994,1199.04004,1188.81995,1197.30005,5403580000,1197.30005,73.7470268248078,1185.471985,73.7470268248078,1185.471985
1198.68994,1210.65002,1198.68994,1210.65002,5760040000,1210.65002,78.2948855765049,1189.209985,78.2948855765049,1189.209985
1210.77002,1213.92004,1208.5,1211.67004,5995330000,1211.67004,78.5999256078935,1193.433984,78.5999256078935,1193.433984
1210.17004,1210.17004,1186.77002,1192.13,8108470400,1192.13,60.9333852918448,1194.836986,60.9333852918448,1194.836986
1192.06006,1197.87,1183.68005,1197.52002,6597740000,1197.52002,63.3785837913083,1195.844994,63.3785837913083,1195.844994
1199.04004,1208.57996,1199.04004,1207.17004,5316590000,1207.17004,67.3221111053561,1197.618004,67.3221111053561,1197.618004
1207.16003,1210.98999,1198.84998,1205.93994,5724310000,1205.93994,66.3414219287182,1199.967003,66.3414219287182,1199.967003
1202.52002,1210.27002,1190.18994,1208.67004,6035780000,1208.67004,67.473896642035,1202.190013,67.473896642035,1202.190013
1207.87,1217.28003,1205.09998,1217.28003,5326060000,1217.28003,70.8095596629348,1204.481016,70.8095596629348,1204.481016
1217.06995,1219.80005,1211.06995,1212.05005,5647760000,1212.05005,66.3578723699484,1206.038023,66.3578723699484,1206.038023
1209.92004,1211.38,1181.62,1183.70996,7454540000,1183.70996,48.5471247378271,1204.679014,48.5471247378271,1204.679014
